title	category	speaker	date	url	times
SWAT模型概览与SWAT水文生态模型在美国衣阿华州中北部布恩河流域的应用	含弘讲坛	Philip Gassman 教授	2017-10-24	/seeyon/xndxNewsData.do?method=userView&id=d0w3STdYdXBWVVU1OWttcjRCbTVDMlEzMFdLK2s4WlA=	858
经管院学术报告及学术沙龙	含弘讲坛	李俊青  教授	2017-10-26	/seeyon/xndxNewsData.do?method=userView&id=UzI2MFp3Zm1qRC91ekJ2UEVwODQ0Z0ZONjlmMzdMSWQ=	874
		余茂德 教授		/seeyon/xndxNewsData.do?method=userView&id=TkJTak5MRnV1QlRZZ3RZRy9oQ3lua0FpVFd1S3Z6V00=	414
		刘枫 教授		/seeyon/xndxNewsData.do?method=userView&id=bDZuTE1sK3luZ09qNEV3WEk3OFRZT0xKcHZXTFV3T00=	958
景观设计与文脉传承	含弘讲坛	何其庆教授	2017-10-20	/seeyon/xndxNewsData.do?method=userView&id=ZWI2SitCMjVPMTBqVGJjVkhqOTg3QVdOcUxjMU9mNFQ=	891
西南大学经济管理学院 首届“会计与财务管理”学术论坛	含弘讲坛	廖冠民，中央财经大学教授、博士生导师	2017-10-23	/seeyon/xndxNewsData.do?method=userView&id=TFBCUi90QjZIaEF5R2U2N2dkQWwxR25pUURUTUFqWk4=	851
柑桔黄龙病治病机制及防控研究	含弘讲坛	Nian Wang副教授	2017-10-20	/seeyon/xndxNewsData.do?method=userView&id=ajNETWx5SnQwYXRzLzM4U1JKV2pxN25QbXgxVEFUbXE=	988
膨胀的宇宙	含弘讲坛	Michael Smith 教授	2017-10-19	/seeyon/xndxNewsData.do?method=userView&id=TDd6L21VSitaaUdzNTF6TXRYYkNFa29GNFBHUndVems=	1278
		宋乃庆 教授		/seeyon/xndxNewsData.do?method=userView&id=V2QrVDk5cmFZUUdaeTFvR29MVE1sclFkU3ZFNnB4dzQ=	376
		郭其祥 研究员		/seeyon/xndxNewsData.do?method=userView&id=TDFZTzAyU0FEcXJOdUZEbU1ZTFdQdFA4OWJkUVByQ1c=	519
西方音乐三巨匠——巴赫、贝多芬、勃拉姆斯音乐赏析	雨僧讲坛	周雪丰教授	2017-10-27	/seeyon/xndxNewsData.do?method=userView&id=WUZyUnFyK2dMQ0RMK2FFbkZoaHZPVVRTcDFZbU9hUkc=	1207
重释“信达雅”——交往合理性与翻译三性	雨僧讲坛	胡显耀教授	2017-10-16	/seeyon/xndxNewsData.do?method=userView&id=NFFBUlEvZ3hDTk5KZ29jdktkTnBqUFByZzhSNFF6S2w=	872
新型智能水溶性聚合物、共聚物及其复合物的合成与应用	含弘讲坛	郭鸣明，国家&ldquo;千人计划&rdquo;特聘专家，中石化高级专家，中石化北京化工研                   究院首席专家	2017-10-24	/seeyon/xndxNewsData.do?method=userView&id=YjFTWVlWTzQvZVc3cGlBaXN5U0RSSEcvbnZ1Umwwc3o=	505
如何撰写与发表高质量（SCI收录）科技论文	含弘讲坛	王应宽 研究员	2017-10-24	/seeyon/xndxNewsData.do?method=userView&id=bk95amZma2p3aS85bDVNbmExTVRWdTFKR1NaSGVjTEE=	1160
浅谈抗战地图的绘制方法	雨僧讲坛	周  博  中国三峡博物馆	2017-10-19	/seeyon/xndxNewsData.do?method=userView&id=SGNUMnM2d0l3cUZRa0EzTjdqUE4zUkdocytNNWcwT0g=	965
可控自组装的DNA结构设计	含弘讲坛	颜颢 教授	2017-10-18	/seeyon/xndxNewsData.do?method=userView&id=RmZuTWRha3R4aGw2WS9veW92MWVPU3dwWVhpaE51UU8=	735
		朱勇 教授		/seeyon/xndxNewsData.do?method=userView&id=S3FCSkI1c2IvZFlxaDhvOExISkttdFdqazNaVHM5S2U=	316
茶史钩沉	雨僧讲坛	穆祥桐	2017-10-16	/seeyon/xndxNewsData.do?method=userView&id=NEJ3cFlkN1JvTlBPRVVBYldCSURLaW9MRkcyeHhORFk=	813
人际关系，层级，以及融合 - 针对社会网络结构的研究	含弘讲坛	Dr Jiamou Liu(刘佳谋 博士)	2017-10-25	/seeyon/xndxNewsData.do?method=userView&id=aGJuTnk0M0xqQzZWbkxSZld6Z0xRL3BmSnZnU1ZCT1E=	805
积极情绪构建——健康、幸福与成长	雨僧讲坛	张永红副教授	2017-10-23	/seeyon/xndxNewsData.do?method=userView&id=c0N2cSthaUJ4MzNhTEFVN1RNQmIwbmJBT0NxUmRUSDY=	1077
隐私权的保护	含弘讲坛	项勇教授   澳大利亚Deakin大学信息技术学院	2017-10-19	/seeyon/xndxNewsData.do?method=userView&id=UFRkNERMbjg4NU1PVDZtOE9LM3N5RUp0enlCWk90WEk=	757
工作记忆容量和精度的神经机制	含弘讲坛	库逸轩 博士	2017-10-18	/seeyon/xndxNewsData.do?method=userView&id=ZTdGN0hnVm5LNjE5cVlkRE9nSlpBQWpMdjVabTdlMTQ=	484
照片记忆与近代重庆历史研究 ——兼谈中国图像史学的理论与方法	雨僧讲坛	蓝勇 教授	2017-10-20	/seeyon/xndxNewsData.do?method=userView&id=YlBjaFZUd0J0SzlZbFpVR2pTTWJhZzh5WGRQR0pjZUw=	834
X射线衍和EBSD技术在材料研究中的应用	含弘讲坛	李强 博士	2017-10-14	/seeyon/xndxNewsData.do?method=userView&id=Zy9vK08rUVJNUlJ2dkh3QWNpblVKSHZ0blg4L0Q0b2w=	781
心理学部讲座	含弘讲坛	Bharat Bhusan Biswal 教授	2017-10-18	/seeyon/xndxNewsData.do?method=userView&id=dGVOdFRSbmlFeGZXSGdUOC9NOERLTW5GaTFmcXdJcnQ=	619
		裴炎 教授		/seeyon/xndxNewsData.do?method=userView&id=RGlnNW5ITkxNbXJFdjVQSnBmMzc1b1VKaGpPcyt5VEM=	671
《史记》中的孔子形象	雨僧讲坛	赵明	2017-10-09	/seeyon/xndxNewsData.do?method=userView&id=NStJcHQ5S3ZzTUZNa1F5MGt5SGZaNVdSM0V3aVRUb0o=	676
		李加纳 教授		/seeyon/xndxNewsData.do?method=userView&id=V3hpbFV2Y2g5eC9SNU9pQm1hbjV6UUFjSHpXTHVqaXk=	1157
		李永东 教授		/seeyon/xndxNewsData.do?method=userView&id=bnpubXZ3QWhDZ2UraUhUaDJSVUhlSTJVWGxmT0RHNEo=	2234
		彭伟 副教授		/seeyon/xndxNewsData.do?method=userView&id=SGMrV0NIZDd1Z3JTNGxmS1E4eXpKWkNmMmJNamtMNGQ=	900
		谢德体 教授		/seeyon/xndxNewsData.do?method=userView&id=bytkcHE1NXhnOUNac0NOQVdqTmp1ak1DaTFFbzlGdnM=	848
语义记忆在创造性产生过程中的作用：一项基于图论的研究	含弘讲坛	Yoed Kenett，宾夕法尼亚博士后	2017-09-30	/seeyon/xndxNewsData.do?method=userView&id=amZvbHRnQkdWT09wbEJLQWlyeU5GZ01nSTdVb3kwaHA=	705
推理过程中的创造性：关联思维和推理中的语义距离和动态创造性	含弘讲坛	Adam Green，美国乔治城大学心理学院教授	2017-09-30	/seeyon/xndxNewsData.do?method=userView&id=REtxcTdEcjdBcjBlSDdZVUpxN01Td3ZKL1VPS1lieWs=	795
		周常勇 研究员		/seeyon/xndxNewsData.do?method=userView&id=NFFGY01QTStqT3RJR1psL20wQWVBRHlXbVBxUnNzb3A=	709
《分子植物》：发表高水平研究促进植物科学发展	含弘讲坛	崔晓峰 研究员	2017-10-10	/seeyon/xndxNewsData.do?method=userView&id=VVYvSlFDVmFhT3JQZlNEaG1NK0tTTnpuYXhKMjdCZXI=	1288
		何宗美 教授		/seeyon/xndxNewsData.do?method=userView&id=K240Ry9GTThXUnJZNW1odUtaR1pEMVFnWUdEdlV2Q0Q=	817
《金庸小说与传统文化》	雨僧讲坛	陈 洪	2017-09-22	/seeyon/xndxNewsData.do?method=userView&id=WGUwQWxoNnMxWlk3RTFlTDNTQ091Ky9FUGVoRUppYWs=	845
《方法的自觉与实践》	雨僧讲坛	乔以钢	2017-09-22	/seeyon/xndxNewsData.do?method=userView&id=azY2VTlRbmorYjhCdlZxbFdhalBvTXEra1JvTmt3ZDM=	963
中国古代诗词的文化解读	雨僧讲坛	胥洪泉	2017-09-26	/seeyon/xndxNewsData.do?method=userView&id=RlNZRkc3VkRSdzgwVkZUenRUQWc1NUhxS2dYdVJIbUI=	1100
“VP了N”结构“了”的配位方式	雨僧讲坛	何洪峰	2017-10-10	/seeyon/xndxNewsData.do?method=userView&id=akNmaGxPaWVmd1U1ZVg1S2IxQ0I3R09PL2VvWk1vR0M=	910
更深度的学习任务设计与表现评价	雨僧讲坛	梁国立 威斯康星大学终身教授	2017-09-21	/seeyon/xndxNewsData.do?method=userView&id=bHZiaTZUSCtJZ3RwcVBiUVFjSUdCaktiVFp1cTZ5eXg=	501
		张大均 教授		/seeyon/xndxNewsData.do?method=userView&id=ZkMrYnhGakdCK2pheDhWSll1Y3p0L0EySEs0NlZRcFQ=	688
		李长明 教授		/seeyon/xndxNewsData.do?method=userView&id=QVZCQklFSDVJRnMrQ2ZJY3h1VTQraFBoMkNvU29EN3A=	644
普惠金融发展模式及推进路径	含弘讲坛	何广文  教授	2017-09-22	/seeyon/xndxNewsData.do?method=userView&id=WmtHVnc4aEt1cm4vdWxiWTJCT0Z4aWRGUnBURU1YbHo=	355
应激诱导稳态环路受损的化学遗传修复	含弘讲坛	颜震 博士，教授  纽约大学水牛城分校神经生理系终身教授	2017-09-30	/seeyon/xndxNewsData.do?method=userView&id=MEpDc3VCSTBDOStGdnByUGJ6ZnNJQkQ4aEpCWEc1TE0=	610
		夏庆友 教授		/seeyon/xndxNewsData.do?method=userView&id=bXVqalJYYVpiSnhFODhWYThWcWFlSmVieEFwSGE1d1E=	657
金融规程与方法论	含弘讲坛	熊登峰	2017-09-26	/seeyon/xndxNewsData.do?method=userView&id=UFRZazJQWTR3cjYyOFU3SFlRUzVCQjk2WW5DUlBkd0w=	566
心理学部讲座	含弘讲坛	代政嘉，中山大学心理学系副教授	2017-09-22	/seeyon/xndxNewsData.do?method=userView&id=clZQdzljbUszR2dzRjFJYXFLREZSRE9CTEtBWmRMWWg=	1085
		张家骅 教授		/seeyon/xndxNewsData.do?method=userView&id=dmpmVG80MWxFelN1MGh6aDUwTGo0RkYxbTJtY01ybEQ=	1507
		唐春雷 教授		/seeyon/xndxNewsData.do?method=userView&id=LzZ6SGVzMWw3eUVFN1FMK0NLY0NwSHNkbUdlME1SM0E=	1232
		虞吉 教授		/seeyon/xndxNewsData.do?method=userView&id=RzdDd0oxcm1CY2xNbWxOUDNBWS94RE4rd29ocWxJME8=	557
		何光华 教授		/seeyon/xndxNewsData.do?method=userView&id=VlpTODdacENpa0VIYTM0bHlwdXpwcitkV1lPcldybXE=	1182
		薛荣生 研究员		/seeyon/xndxNewsData.do?method=userView&id=YWpydnB2N0R5QUFmVWtaeVhKbUM3YTRLbXpyRzJTZys=	764
BK通道在膀胱平滑肌生理和病理学中的关键作用	含弘讲坛	Georgi V. Petkov	2017-10-10	/seeyon/xndxNewsData.do?method=userView&id=TnFrU25Rc2FaUklLYkl2ZmRMSXdHOVhTdGRjekdhMGw=	400
英国城乡规划体系和政策引导下的乡村发展与规划管控	含弘讲坛	于立 教授	2017-09-12	/seeyon/xndxNewsData.do?method=userView&id=Q0xUT2ZzS2M5SDBtMURBci9XcThDR0pOQlNBZTJHMzI=	693
拉丁文經藏研究所「拉丁文-希腊文精修班」开班安排	雨僧讲坛	陈庆 法学博士，法学副教授，西南大学拉丁文经藏研究所所长	2017-09-19	/seeyon/xndxNewsData.do?method=userView&id=SXdLNEd5YTc4bWxuVWQ1Nlo2RGxJdmU4ZTZNTGl1bzc=	565
		蓝 勇 教授		/seeyon/xndxNewsData.do?method=userView&id=RDBwUVgvWW91UjZ4ZkJlUW9qZ3pSallTVUxtUHNzSHM=	1561
		黄希庭 教授		/seeyon/xndxNewsData.do?method=userView&id=dGhZRzh6OTNlY29jSVVnVzhhREp4RVNlanIwR2dDQ3M=	1142
		靳玉乐 教授		/seeyon/xndxNewsData.do?method=userView&id=U1M5ZTlON2RxcFd6eituNTRhZ1d2a2grYkdXQy8yRDk=	1355
绿色基础设施	含弘讲坛	安德鲁&bull;弗林博士	2017-09-12	/seeyon/xndxNewsData.do?method=userView&id=b21IYlhXRU96TWtDVnVONFdVQStJUWEySVUxZVN2ZjE=	555
熟悉性和回想对老年人记忆的影响及其与颞叶完整性的关系	含弘讲坛	Jens C. Pruessner教授，德国康斯坦茨大学	2017-09-12	/seeyon/xndxNewsData.do?method=userView&id=dzBNVjlwUTh2N25DbEtBR0ZlSkNYQ015WGxSUnc0VWo=	677
		潘 洵 教授		/seeyon/xndxNewsData.do?method=userView&id=OC9mYTlTRVNDYzJSYXRlWHlNdlpjTDNqR1ZhK3NYYW4=	683
山羊雄性生殖干细胞自我更新与分化的调控	含弘讲坛	华进联 教授	2017-06-29	/seeyon/xndxNewsData.do?method=userView&id=VG8ySERiT3FPRnM0R0ZadjlrTkFyemYvWU45c29oTUw=	3441
软件设计的形式化方法及超越	含弘讲坛	朱鸿 教授（英国牛津布鲁克斯大学）	2017-09-07	/seeyon/xndxNewsData.do?method=userView&id=RUliUE9VbGQ3V09WMVVHQjN3TUp5Tm5yWlNhTitEaWY=	567
科协学术讲堂：过渡金属氧化物的氧还原电催化性能研究	含弘讲坛	徐梽川 教授（新加坡南洋理工大学）	2017-07-11	/seeyon/xndxNewsData.do?method=userView&id=dmlnbS82RTEwRExUMitDM1pOWkJXYnI0MlpPUnhJL3c=	2800
历史文化学院专家学术讲座	雨僧讲坛	朱凤瀚  北京大学教授	2017-06-29	/seeyon/xndxNewsData.do?method=userView&id=aUV5NHFsUEdIbk8rdnJLRTdRazlaMUJCR0dnQlpJbDk=	3905
		温涛 教授		/seeyon/xndxNewsData.do?method=userView&id=TytLOVVRWk1LRE1HOGtpM0d1NG1vMVJpNHlSbWVrbGI=	1217
经济学研究方法论及应用	含弘讲坛	冉光和  教授	2017-09-14	/seeyon/xndxNewsData.do?method=userView&id=Q0RISDFsN0N6OG9tR0ZXSFJ4RDVmcyt0cWtRanVDRm4=	626
科协学术报告：热边界层的共振和转捩	含弘讲坛	雷成旺教授 悉尼大学	2017-06-29	/seeyon/xndxNewsData.do?method=userView&id=dnNuWENPaGUxQmkwUVJEUUVadkMwNDY3MDNxZzUyU0o=	2842
利用细胞内定位技术增强药效及探索细胞生物学的研究	含弘讲坛	Giuseppe Battaglia教授 (伦敦大学学院)	2017-09-15	/seeyon/xndxNewsData.do?method=userView&id=b1VBeXNwTjVmTkEwNGFLTXNwdVh5ZzY1bFBjdkhlOFg=	699
西南大学计信院前沿学术报告	含弘讲坛	赵慷博士	2017-06-27	/seeyon/xndxNewsData.do?method=userView&id=Yk5kRy84bmY4L3VpQ0V3b3VwcUlqNzJISUR4aFpVUVk=	3247
数据中心的高效能动态准备：放眼未来的益处	含弘讲坛	陈名华， 香港中文大学	2017-06-27	/seeyon/xndxNewsData.do?method=userView&id=VG0yTlY2Tk8rbDBKR3dlWmJCQloxZHNSS3hEaUcyRTM=	3288
多学习更了解他人：基于错误信念、感知特质和社会脑的视角	含弘讲坛	Frank Van Overwalle教授，比利时布鲁塞尔自由大学	2017-09-15	/seeyon/xndxNewsData.do?method=userView&id=dDlXUDNnYlV3bi8xTTk3QVY3OW9GWEVVSEJ5UE1JS1Q=	843
		袁若 教授		/seeyon/xndxNewsData.do?method=userView&id=M1RXU2VTMEpDTHlWY2FxUnhiY3BySnhpcGJuOXlCRS8=	639
		王志章 教授		/seeyon/xndxNewsData.do?method=userView&id=OHNNSUh1eFd6YXRCQW96ZzcwVzc1MndnT1pKSVBORjE=	669
深度学习与人工智能发展趋势展望	含弘讲坛	张江 教授	2017-09-14	/seeyon/xndxNewsData.do?method=userView&id=cXM4T1hxdTlhOFh5ODdoWHNUOXZoSFUvWit0VGR3VnI=	751
西南大学计信院前沿学术报告	含弘讲坛	Prof Dongmo Zhang	2017-06-23	/seeyon/xndxNewsData.do?method=userView&id=TGg0L2F0aXlHRzNFczBwaUNmUEUxS3Qra1Jzdy9XS0I=	3322
科协学术报告：基于光电化学的食品营养检测	含弘讲坛	牛利 研究员	2017-06-23	/seeyon/xndxNewsData.do?method=userView&id=cU5GanpOSXFYOUxkWGt4Um9CUEg2V3J0VloxcXlLMGY=	2929
中国抗战大后方研究中心跨学科学术论坛暨第五十四次学术沙龙活动通告	雨僧讲坛	陈廷湘   四川大学历史文化学院教授	2017-06-15	/seeyon/xndxNewsData.do?method=userView&id=QlNDdEYrREdScTYvQldDa1NDZTZkTURWUWtWZXNCL08=	2999
科协学术讲堂：谈谈我国的蛋白质科学研究计划――疾病标志物蛋白分析新方法研究	含弘讲坛	李根喜 教授	2017-06-21	/seeyon/xndxNewsData.do?method=userView&id=bTl2RmdDY29UMUhOaDI3VC80MTZkTVdSNFhPUVE1UHQ=	2873
基于DNA组装的超分子水凝胶	含弘讲坛	刘冬生教授 (清华大学化学系)	2017-06-09	/seeyon/xndxNewsData.do?method=userView&id=N0wxcEJZbEVPZ3gzNHhHUDR0T3RhRG5iVno5WVZCYUw=	3299
科协学术讲堂：面向生物分析应用的分析仪器设计	含弘讲坛	牛 利 研究员	2017-06-21	/seeyon/xndxNewsData.do?method=userView&id=R1hYMFNRcFQ4UWFxZWt5UWJuNG1KdGp3RGNsZFVvVVk=	2955
科协学术讲堂：材料模拟与设计	含弘讲坛	邓伟桥	2017-06-01	/seeyon/xndxNewsData.do?method=userView&id=K0pSUjRXMzhlMGxVTzR3WklKT2UrWGNURVdZRG14ZEs=	1136
科协学术讲堂：环境治理高分子纳米复合材料	含弘讲坛	郭占虎	2017-05-25	/seeyon/xndxNewsData.do?method=userView&id=UmE2U0w4bXBlSWN1RmhTWnNISkJDUmNkYWhMNWtVSng=	966
科协学术报告	含弘讲坛	Kevin D. Belfield	2017-06-20	/seeyon/xndxNewsData.do?method=userView&id=ODY4RnU3dW1EZjN2eDI3UVJoeGNhaElHRGRZMFUvTUM=	2735
西南大学首届青年学者含弘科技论坛数统院分论坛	含弘讲坛	张 宁	2017-05-26	/seeyon/xndxNewsData.do?method=userView&id=YW9TSmpldk1Rcnl5SzA3NnV3WnVBaWxzTnYwWHh1OW8=	1144
含弘大讲堂：国学与社会主义核心价值观	含弘讲坛	曹雅欣	2017-05-25	/seeyon/xndxNewsData.do?method=userView&id=Vzk5dEZZRDdDaHIrVE9sSVpsQVU1OE5iRHV5bmxycmM=	1078
马克思主义学院学术讲座	含弘讲坛	北京师范大学教授、博士生导师 王树荫	2017-06-08	/seeyon/xndxNewsData.do?method=userView&id=V2haektVOUxCZTNEaVA4b0NUbVhwVW9RU3FJcWVJY2Q=	2938
文学院名师讲坛：《学术热情与问题意识》	雨僧讲坛	王彬彬	2017-05-31	/seeyon/xndxNewsData.do?method=userView&id=LzZBMUh5SnowQWtmSkh2NklCS2luQVdUWXdhVjZ0ZkM=	1494
含弘大讲堂：二十四节气与当代中国社会	含弘讲坛	徐旺生	2017-05-25	/seeyon/xndxNewsData.do?method=userView&id=SUo1bEJNcjV3M3NQK3J5aitBckF6VHZyL1NZL3l5cm8=	1337
音乐学院学术讲座：《人声的艺术》	雨僧讲坛	张新亚	2017-06-15	/seeyon/xndxNewsData.do?method=userView&id=UWx3MFBOTzUySWdwVjZXRm9OOUVFbXZrd20xWkN5R1g=	2891
科协学术讲堂：磁单极在天体物理学中的重大作用	含弘讲坛	彭秋和教授	2017-06-02	/seeyon/xndxNewsData.do?method=userView&id=WXp3MUh1ZGQwbmVzQ21YenN3Si85V1M5K0VaZGZjTjM=	1763
含弘大讲堂：中国文化网络传播	含弘讲坛	金海峰	2017-05-25	/seeyon/xndxNewsData.do?method=userView&id=c3ZleEdXY1VnRWNvV0doem1DSzBLR3Zrd20xWkN5R1g=	1276
统计学变革与应用数据工程技术	含弘讲坛	肖红叶 教授	2017-06-05	/seeyon/xndxNewsData.do?method=userView&id=QUNMZkJYTUpPSHZyV3BIcm4yZEhDNjlNV2d0aUU1U1A=	2461
地理信息科学与生态安全问题监控	含弘讲坛	王野乔 长江学者，&ldquo;千人计划&rdquo;特聘教授	2017-06-20	/seeyon/xndxNewsData.do?method=userView&id=M2ZvRHNUbjBycTFCYUNRMTRMWGkwQklYbEtJQ2xHTlc=	2870
西南大学青年学者含弘科技论坛材料与能源学部分论坛	含弘讲坛	陈育明(麻省理工学院)	2017-06-15	/seeyon/xndxNewsData.do?method=userView&id=OWl5U2Rnc3g2V3IvOUh5elF6WFd6L2h6VlFuVDJMZG0=	3496
含弘大讲堂：传统文化与“互联网+”创业	含弘讲坛	彭新良	2017-05-25	/seeyon/xndxNewsData.do?method=userView&id=M0NvZXdDWjh4V0wzSXlQVzVFVHA4THZYZDU3ZVBEdXQ=	1151
心理学部讲座	含弘讲坛	陈哲，美国纽约大学医学院副教授	2017-05-31	/seeyon/xndxNewsData.do?method=userView&id=NlVFQzU5d1RNZmZSMzNrNVhEc1l5SUd6c24vQmZ3RzI=	2199
政治与公共管理学院学术讲座	含弘讲坛	辻中豊教授（日本）	2017-05-31	/seeyon/xndxNewsData.do?method=userView&id=UEQxeEJPT2MwYjM2T2hOVzBUMHl6NGdkTFJ6dUJiYTQ=	1527
西南大学青年学者含弘科技论坛地理科学学院分论坛	含弘讲坛	钱俊希 香港大学地理系  助理教授/博士（爱丁堡大学）	2017-05-26	/seeyon/xndxNewsData.do?method=userView&id=K0c3RzNtV1BoU0ROLzBqQmtqbmI2dFNvdGE5NjNhOEY=	1531
中西方星空对话——十二星座与二十八星宿	学行讲坛	地理科学学院2015级地理科学专业杜彧、李寻欢、廖莹、马宁	2017-06-02	/seeyon/xndxNewsData.do?method=userView&id=Y0VmV2FFNVQ1UVArVWp0eUhZcEJ0ZjdIS0t2a3hrRk8=	2202
科协学术讲堂：新型药物递送载体：植物衍生纳米粒子	含弘讲坛	Didier Merlin教授	2017-06-20	/seeyon/xndxNewsData.do?method=userView&id=R3R6OElsN1VaQmNGWlFCVXp6QjNKdllhQ0ZRdzZFRnE=	2369
文学院名师讲坛：汉字的哪一部分对汉字识别至关重要？	雨僧讲坛	张  绮	2017-05-25	/seeyon/xndxNewsData.do?method=userView&id=KytNc1RZZGRaQm9tVFV3UWg4V1RCVWk3eHJ4cWZqZ3E=	1287
莎士比亚如何写戏	含弘讲坛	傅光明，中国现代文学馆研究员	2017-05-25	/seeyon/xndxNewsData.do?method=userView&id=c2ZpcmxoYmtYNXZvNjkzTjI4SGppMnpLWUkzYmJzODA=	927
科协学术讲座	含弘讲坛	高谷裕浩 教授 大阪大学	2017-05-22	/seeyon/xndxNewsData.do?method=userView&id=RnpMNTgvZWdlbjlubnJGa05ZNmg4bzdZaW5tN1RmdEM=	647
缙云论坛学术报告：学科交叉创新	含弘讲坛	柳林 教授	2017-05-16	/seeyon/xndxNewsData.do?method=userView&id=OTEwdTJxcGtHMjlpQlJXOFlFNWZQeUZSbG9XYVRtYWs=	1116
走在学科边上——高校档案文化建设漫谈	含弘讲坛	四川大学公共管理学院  党跃武 教授	2017-05-24	/seeyon/xndxNewsData.do?method=userView&id=dERMOVh0YjBiWlZRNVJVdXFoSUkzS2o5OFNqYjZ5UzY=	768
图书馆讲座：EPS助力论文写作效率	含弘讲坛	王建心（EPS数据库培训师）	2017-05-15	/seeyon/xndxNewsData.do?method=userView&id=VWphT1NxVHM1K2F1MEpEOU9BN0ErcEMwdStpNXZkVXg=	656
西南大学青年学者含弘科技论坛纺织服装学院分论坛	含弘讲坛	冯继成	2017-05-24	/seeyon/xndxNewsData.do?method=userView&id=SUErY09oTEl6SHdTWHkzRkpTblRtYVlteUdwbENvWVQ=	877
拉丁文经藏研究所「法哲学、法理学与思想史论坛」（第一场）	雨僧讲坛	赵明 法学博士、教授（西南大学）	2017-05-17	/seeyon/xndxNewsData.do?method=userView&id=UitjRlpjRjBLdzZBR2oycHRCSU90OC9SY0dmL0dPdGY=	1967
马克思主义学术报告月系列讲座之四	含弘讲坛	任晓伟  陕西师范大学教授  博士生导师	2017-05-25	/seeyon/xndxNewsData.do?method=userView&id=UkZLaDBKRjFEbEViSUczTU9nWTF0ZnBmSnZnU1ZCT1E=	964
科协学术讲堂：基于生物质纳米材料的绿色制备及其应用	含弘讲坛	杨秀荣院士 长春应用化学研究所	2017-05-22	/seeyon/xndxNewsData.do?method=userView&id=M08xYjZzYlE3WmtSVktjQ3EzYUcvM0lQL2lpOWZSWTk=	568
科协学术讲堂：单纳米粒子电化学研究	含弘讲坛	王伟 教授（南京大学）	2017-05-12	/seeyon/xndxNewsData.do?method=userView&id=dmM2RG5SVTNrbWdPdzk0dWQ1R2k4dWtiRldOdlZ1R20=	931
政治与公共管理学院学术报告	含弘讲坛	Jeremy Seligman    新西兰奥克兰大学教授	2017-05-25	/seeyon/xndxNewsData.do?method=userView&id=Rkl6Z3hPL1pFbEVBMS9IZG1nN1ByWVZSWXEwUGk2c3Q=	826
地理科学学院学术报告：农村发展转型与精准扶贫	含弘讲坛	刘彦随研究员（中国科学院地理科学与资源研究所）	2017-05-17	/seeyon/xndxNewsData.do?method=userView&id=QjBtM3FZUXhVMTdLN2F5SktsS2ttMGhxM0NheG14T2s=	819
中国抗战大后方研究中心跨学科学术论坛暨第五十二次学术沙龙活动	含弘讲坛	徐  勇  北京大学历史学系教授	2017-05-22	/seeyon/xndxNewsData.do?method=userView&id=cklDRnpsVWgzMEg1MkJWVGxnWFc2RlNCeTNMWW9sZWg=	915
西南大学青年学者含弘科技论坛药学院分论坛	含弘讲坛	程耀锋	2017-05-23	/seeyon/xndxNewsData.do?method=userView&id=STFvYlU3WUt2WnJ0R2piQXhYT0tmZTJ1U0p2ZExJc1g=	1172
科协学术讲堂：细胞传感与药物传输研究	含弘讲坛	朱俊杰 教授	2017-05-22	/seeyon/xndxNewsData.do?method=userView&id=SktpV0RTSzdmcXl4R0NwaHc3bEIyb01QTlZmaHhWc2E=	829
:药学院科协学术讲座	含弘讲坛	Arne Holmgren	2017-05-22	/seeyon/xndxNewsData.do?method=userView&id=UTdsM2RxTjRvVHN2Q0pHajM0RkptdTFwT2ZCY2I3bzM=	960
文学院名师讲坛：戴建业 教授 	雨僧讲坛	戴建业 教授	2017-05-16	/seeyon/xndxNewsData.do?method=userView&id=ancwMjFlOXJ6UTcvWWE1TG1jOTgyeTREQnlrYVlTSnY=	1290
中国抗战大后方研究中心跨学科学术论坛暨第五十一次学术沙龙活动通告	含弘讲坛	李永东      西南大学文学院教授   &ldquo;长江学者奖励计划&rdquo;青年学者	2017-05-16	/seeyon/xndxNewsData.do?method=userView&id=YjM2aXBKVC90NFpNSFpORndmQUFKb21FRk5PWUNjR04=	812
科协学术讲堂：基于水溶性荧光共轭聚合物/寡聚物生物传感及生化分析研究	含弘讲坛	唐艳丽教授（陕西师范大学）	2017-05-15	/seeyon/xndxNewsData.do?method=userView&id=VzdJQkhmdzQxeWxmSGF4cmdCZmxmZXFlSjNXeDNkR0E=	573
西南大学计信院“数据驱动的复杂系统研究”学术研讨会	含弘讲坛	汪小帆	2017-05-25	/seeyon/xndxNewsData.do?method=userView&id=QW4wN3hPVCs1akpPTUpxV2VSVmVLYmN2VnpHcjl5dGo=	1113
论文写作方法讲座	含弘讲坛	周剑（研究馆员，管理科学与工程博士）	2017-05-15	/seeyon/xndxNewsData.do?method=userView&id=dzRQR2dQME5aYzJhVFR1RjgvNS9LMk9ERzBsd2RZQTQ=	922
科协学术讲堂	含弘讲坛	苏彬 教授  浙江大学	2017-05-15	/seeyon/xndxNewsData.do?method=userView&id=SDZOVC9xckdhYU5CV2JPbXY4WkNuM1h6cSt4enlPcTc=	437
国际学院学术讲座	含弘讲坛	刘珣教授	2017-05-19	/seeyon/xndxNewsData.do?method=userView&id=cnVPb0Y2OXdDck9DWml2UlFXWDVlWmpLVXlmKytkZ2I=	965
