工作ID,工作名,公司名,公司Url,公司Logo,公司类型,城市,学历要求,薪资,福利,招聘人数,工作亮点,职位描述,技能要求

CC844582150J00218007708,自动化软测工程师+见习,南京然学软件科技有限公司,https://company.zhaopin.com/CZ844582150.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,南京,大专,6K-8K,"['五险一金', '绩效奖金', '全勤奖', '带薪年假', '年终分红']",,[''],,['']

CC120724138J00124371706,运维工程师,广州华微明天软件技术有限公司,https://company.zhaopin.com/CZ120724130.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,东莞,本科,10K-15K,"['周末双休', '五险一金', '定期体检', '节日福利', '带薪年假']",,[''],,['']

CC382625788J90250259000,php技术经理,企业管家(北京)科技服务有限公司,https://company.zhaopin.com/CZ382625780.htm,http://company.zhaopin.com/CompanyLogo/20161202/BF69B6D69D784E3BA4BC89BF8399E75C.jpg,上市公司,北京-海淀区,大专,12K-20K,"['五险一金', '年底双薪', '绩效奖金', '年终分红', '全勤奖']",1,['五险一金年底双薪绩效奖金年终分红全勤奖餐补带薪年假节日福利'],"工作职责:
1.参与产品的设计研发工作；负责项目WEB端和移动开发工作，主要语言为PHP；
2. 参与整体系统架构设计，找出系统瓶颈，改进系统算法，提高系统性能；
3. 参与重大项目的技术方案设计及技术评审。
任职资格:
1．具有3年以上PHP开发经验，计算机或相关专业本科及以上学历；
2. 具有扎实的PHP编程基础，熟悉主流的PHP框架；
3. 熟悉MySql数据库设计和优化，熟悉常用的消息队列、缓存、负载均衡等中间件技术；
4. 具备服务端开发经验，熟悉常用的开发框架，具备全栈开发经验；
5. 有大中型项目架构经验。有分布式，高并发，高性能系统经验者优先；
6 .有消息队列(message queue)使用经验，了解Python的是一个加分项",['']

CC276798114J90250331000,软件测试工程师,中电科技(北京)有限公司,http://special.zhaopin.com/pagepublish/27679811/index.html,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,国企,上海,本科,10K-15K,"['五险一金', '交通补助', '餐补', '通讯补助', '带薪年假']",,[''],,['']

CC275698138J00106807914,自然语言处理算法工程师,天津中科智能识别产业技术研究院有限公司,https://company.zhaopin.com/CZ275698130.htm,http://company.zhaopin.com/CompanyLogo/20150624/0505500E26EB4B1B893849D60BD2E4CA.jpg,国企,天津-滨海新区,硕士,10K-12K,"['五险一金', '年底双薪', '绩效奖金', '交通补助', '餐补']",,[''],,['']

CC875553580J00183253511,"Data Scientist, AI Specialist - 数据科学家",北京因思多咨询有限公司,https://company.zhaopin.com/CZ875553580.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/ff1819f15302d82710d11c696639ade5.png,外商独资,上海,本科,40K-80K,[],,[''],,['']

CC496535480J00145665409,Linux软件开发工程师,山东超景深信息科技有限公司,https://company.zhaopin.com/CZ496535480.htm,https://fileihr.zhaopin.com/049/653/049653548/logo/6ac3c7e3-65b3-4898-ad23-8e803a6f6cf0.png,民营,济南,本科,10K-12K,"['五险一金', '员工旅游', '带薪年假', '创业公司', '每年多次调薪']",,[''],,['']

CC140634191J90251189000,人工智能（AI）工程师,浙江华为通信技术有限公司,https://company.zhaopin.com/CZ140634190.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/f47371ee71ef70cc39ad808b57fe3ae0.png,合资,杭州,本科,10K-20K,"['五险一金', '绩效奖金', '补充医疗保险', '定期体检', '全额公积金']",,[''],,['']

CC583809920J00323445701,爬虫工程师,三亚农民哥农业发展有限公司,https://company.zhaopin.com/CZ583809920.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/3dc01e0aced7245dc95e1e52cd3635b4.jpg,民营,三亚,本科,5K-7.5K,"['包住', '餐补', '绩效奖金', '五险一金']",,[''],,['']

CZ506100430J00187861404,视觉算法工程师,嘉兴驭光光电科技有限公司,https://company.zhaopin.com/CZ506100430.htm,https://fileihr.zhaopin.com/050/610/050610043/logo/ac0c1437-75ae-49ae-bc4b-c467aac65f32.jpg,民营,天津-滨海新区,本科,20K-30K,"['创业公司', '14薪', '绩效奖金', '年终分红', '带薪年假']",,[''],,['']

CC140634191J00167722704,人工智能（AI）工程师（工作地：杭州）,浙江华为通信技术有限公司,https://company.zhaopin.com/CZ140634190.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/f47371ee71ef70cc39ad808b57fe3ae0.png,合资,上海,本科,10K-20K,"['五险一金', '绩效奖金', '补充医疗保险', '定期体检', '全额公积金']",,[''],,['']

CC140634191J00167722804,人工智能（AI）工程师（工作地：杭州）,浙江华为通信技术有限公司,https://company.zhaopin.com/CZ140634190.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/f47371ee71ef70cc39ad808b57fe3ae0.png,合资,南京,本科,10K-20K,"['五险一金', '绩效奖金', '补充医疗保险', '定期体检', '全额公积金']",,[''],,['']

CC120521078J00172421413,运维工程师（存储方向）,易宝支付有限公司,https://company.zhaopin.com/CZ120521070.htm,http://company.zhaopin.com/CompanyLogo/20151106/8B40C2B5080B4C4C9F0C6FF4773755E7.jpg,合资,北京,本科,15K-30K,"['五险一金', '补充医疗保险', '绩效奖金', '带薪年假', '定期体检']",,[''],,['']

CC518647928J00157222509,编程老师,大连沙河口希格玛科技文化培训学校,https://company.zhaopin.com/CZ518647920.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,大连,本科,6K-8K,"['五险一金', '绩效奖金', '弹性工作', '周末双休', '年终分红']",,[''],,['']

CC120747254J00131296314,互联网业务部门_运维工程师,北京思特奇信息技术股份有限公司,https://company.zhaopin.com/CZ120747250.htm,http://company.zhaopin.com/CompanyLogo/20121102/6A60FB9C170E499DA7D203A319C8B36E.gif,上市公司,合肥-蜀山区,本科,5K-10K,"['五险一金', '绩效奖金', '加班补助', '餐补', '带薪年假']",,[''],,['']

CC000275206J00136394812,高级爬虫开发工程师,国研科技集团有限公司,https://company.zhaopin.com/CZ000275200.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/669fd648827260416324ece31e3ef9e5.jpg,国企,成都,本科,14K-18K,"['五险一金', '餐补', '定期体检', '弹性工作']",,[''],,['']

CZ839441510J00263463108,软件架构工程师,武汉中科先进技术研究院有限公司,https://company.zhaopin.com/CZ839441510.htm,https://fileihr.zhaopin.com/083/944/083944151/logo/ebe3c040-e88d-4188-8a62-c375d30359c5.png,国企,武汉,本科,30K-50K,[],,[''],,['']

CC496535480J00145666609,自动化测试工程师,山东超景深信息科技有限公司,https://company.zhaopin.com/CZ496535480.htm,https://fileihr.zhaopin.com/049/653/049653548/logo/6ac3c7e3-65b3-4898-ad23-8e803a6f6cf0.png,民营,济南,本科,6K-8K,"['五险一金', '周末双休', '员工旅游', '带薪年假', '创业公司']",,[''],,['']

CC538257525J00156887710,大数据开发工程师,北京同城翼龙网络科技有限公司,http://special.zhaopin.com/pagepublish/53825752/index.html,http://company.zhaopin.com/CompanyLogo/20150402/6E231E18DC3A415AB383DCFC0EE0E0BD.jpg,民营,北京,本科,20K-28K,"['节日福利', '五险一金', '绩效奖金', '带薪年假', '定期体检']",,[''],,['']

CZ722259890J00112209706,数据分析师,广州奇越网联数据科技有限公司,https://company.zhaopin.com/CZ722259890.htm,https://fileihr.zhaopin.com/072/225/072225989/logo/51cfa21f-2777-4626-ac4a-4ffef4bdbc6a.jpg,民营,广州,本科,5K-10K,"['五险一金', '绩效奖金', '节日福利', '周末双休']",,[''],,['']

CC450295118J00151683108,Statistical Programmer 统计程序员,赛纽仕医药咨询(上海)有限公司,https://company.zhaopin.com/CZ450295110.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,外商独资,北京,本科,10K-15K,"['五险一金', '通讯补助', '采暖补贴', '带薪年假', '补充医疗保险']",1,['五险一金通讯补助采暖补贴带薪年假补充医疗保险定期体检'],"EssentialFunctions:
1.?????Uses SAS software (BASE, STAT, GRAPH, MACRO) for the production ofwell formatted datasets, tables, listings, and figures, and outputs requested(e.g., patient profiles) per programming specifications, Statistical AnalysisPlan, and other study related documentation.
2.?????Performs Quality Control to ensure that outputs meet qualitystandards and project requirements.?Works with Programmer, Biostatistician, and other project team membersto resolve discrepancies or any findings.
3.?????Develops specifications for outputs of low to moderate complexityand well-presented mock-up displays for tables, listings, and figures of anycomplexty according to statistical and Sponsor requirement.? Anticipates and addresses potentialprogramming issues, reflects forethought, establishes the basis for efficientprogramming, accurately defines all variables?to be accepted by peer review and sponsor/requestor with little rework
4.?????May act as the Lead Statistical Programmer, directs theprogramming activities of other programming personnel and monitors progress onprogramming deliverables.
5.?????Negotiates and establishes accurate time estimates for completionof study programming activities with internal team members and StatisticalProgramming management and completes project programming activities withintimeframe allotted.
6.?????Manages scheduling and time constraints across multiple projects,sets goals based on priorities from management, and adapts to timeline orpriority changes by reorganizing daily workload.? Keeps project team members informed of programmingprogress and issues requiring their attention.
7.?????Maintains well organized, complete, and up-to-date projectdocumentation, testing, and verification/quality control documents and programsin compliance with Company and sponsor standards.
8.?????Regularly attends and prepares in advance for internal andexternal team meetings, contributes ideas and demonstrates respect for opinionsof others.
9.?????Displays willingness to work with others and assist with projectsand initiatives as necessary to meet the needs of the business.


Requirements:
·???????Bachelor/Master’s degree in Mathematics,Statistics, Computer Science or related field.
Solid knowledge of statisticalanalysis methodologies and computational statistics
·???????Expertise in statistical software,? such as SAS, R, Python
·???????Strong written and verbal communication skills inEnglish. Fluency in Japanese is preferred.
·???????Strong logical mindset, reach insight to the core
·???????Ability to work under pressure and deliver ontight timelines
·???????Solid knowledge in machine learning is preferable
·???????Having 1-2 year’s related working experience is aplus, graduate students is also acceptable",['']

CC537058027J00186159003,高级运维工程师-Docker方向,艾睦奇企业管理咨询(上海)有限公司,https://company.zhaopin.com/CZ537058020.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,股份制企业,上海,本科,15K-30K,"['五险一金', '年底双薪', '绩效奖金', '带薪年假']",,[''],,['']

CC846873390J00272475204,量化系统开发工程师/技术总监招聘,深圳引力波量化科技有限公司,https://company.zhaopin.com/CZ846873390.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,深圳-南山区,本科,15K-30K,"['五险一金', '绩效奖金', '定期体检', '节日福利', '周末双休']",,[''],,['']

CZ772662660J00009026209,Web前端开发工程师,中防联博科技(大连)有限公司,https://company.zhaopin.com/CZ772662660.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,大连,本科,10K-16K,"['五险一金', '餐补']",1,['五险一金餐补'],"职位描述：
1、负责前端开发工作，包括 PC、移动端 css、js、html5 基础开发工作；
2、持续优化前端页面体验和访问速度，搭建高性能、高可用和安全的前端技术架构；
3、负责将最新前端技术研究以及在产品中的应用；
4、熟悉前端相关框架/库的特性，推动应用。
岗位要求：
1、本科及以上学历；
2、五到十年相关工作经验，有互联网公司经验者优先；
3、熟悉各种浏览器及客户端的适配，尤其是主流 Web 浏览器（Chrome、Safari、IE 等）开发模式和特性；
4、精通 Ajax、CSS、HTML、JavaScript 等主流 Web 开发技术，可以熟练地手写 css、 js 等；
5、有较强的 JavaScript 编写能力，能够用原生 JavaScript(ES5、ES6、ES6+) 实现复杂功能和 UI 模块；
6、熟悉各种主流前端开发框架及开发技术，包括并不限于 AngularJS、bootstrap、LESS、ReactJS、SASS、vue.js……
7、熟悉 HTTP 协议，了解 TCP/IP 的基本工作原理；
8、熟悉常用 Web 开发调试工具；
9、熟悉服务器端编程语言（PHP、Java、Python 等）或网络服务与应用架构平台（NodeJS）有经验实践者优先；
10、熟悉设计模式，并在 JavaScript 中有实践经验者优先；
11、熟悉 MongoDB、MySQL、Redis 等数据库，并具有 Linux 等相关平台下开发经验者优先；
12、对于 Web 站点性能问题的定位和解决有经验者优先。",['']

CC276798114J90250502000,软件测试工程师,中电科技(北京)有限公司,http://special.zhaopin.com/pagepublish/27679811/index.html,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,国企,天津,本科,8K-13K,"['节日福利', '五险一金', '交通补助', '餐补', '通讯补助']",,[''],,['']

CC640402330J00189447702,服务端开发工程师,南京霖坤智能科技有限公司,https://company.zhaopin.com/CZ640402330.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/9a98bbcd46ab83b29d634525b3dd489b.png,民营,南京,本科,10K-15K,"['年底双薪', '员工旅游', '带薪年假', '周末双休', '餐补']",,[''],,['']

CC818381110J00160562408,机器视觉算法副研究员,苏州中科全象智能科技有限公司,https://company.zhaopin.com/CZ818381110.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,国企,苏州-工业园区,学历不限,20K-30K,[],,[''],,['']

CC818381110J00296053808,深度学习算法实习生,苏州中科全象智能科技有限公司,https://company.zhaopin.com/CZ818381110.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,国企,苏州-工业园区,硕士,4K-8K,"['五险一金', '绩效奖金', '交通补助', '餐补', '通讯补助']",,[''],,['']

CC236722031J00237788804,视觉工程师,深圳市嘉熠精密自动化科技有限公司,https://company.zhaopin.com/CZ236722030.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,深圳,本科,16K-22K,"['五险一金', '包吃', '包住', '定期体检', '员工旅游']",,[''],,['']

CC537058027J00347126103,算法工程师（专家）,艾睦奇企业管理咨询(上海)有限公司,https://company.zhaopin.com/CZ537058020.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,股份制企业,上海,本科,30K-60K,"['五险一金', '绩效奖金', '年底双薪', '带薪年假', '免费停车']",,[''],,['']

CZ896934310J00144542311,数据分析师助理,大连昭宁电子商务有限责任公司,https://company.zhaopin.com/CZ896934310.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,大连,大专,4K-6K,"['全勤奖', '绩效奖金', '餐补', '交通补助', '每年多次调薪']",,[''],,['']

CC627658927J00389533305,软件工程师,常州驰网智能检测技术有限公司,https://company.zhaopin.com/CZ627658920.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,股份制企业,常州-武进区,本科,6K-9K,"['五险一金', '节日福利', '餐补', '绩效奖金', '带薪年假']",,[''],,['']

CC120521078J00129208913,风险策略分析师（风险模型方向）,易宝支付有限公司,https://company.zhaopin.com/CZ120521070.htm,http://company.zhaopin.com/CompanyLogo/20151106/8B40C2B5080B4C4C9F0C6FF4773755E7.jpg,合资,北京-朝阳区,本科,12K-20K,"['节日福利', '五险一金', '绩效奖金', '带薪年假', '定期体检']",1,['节日福利五险一金绩效奖金带薪年假定期体检员工旅游周末双休全额公积金'],"职位描述：
1、负责金融产品的信用评估模型建设，通过大数据分析，建立信贷业务信用评分模型，客户资信模型等数据模型，用于金融服务和信贷业务的发展；
2、信贷风控模型设计与开发：负责信贷风控模型的设计、开发、测试和实施，包括但不局限于申请评分模型、行为评分模型、催收评分模型、反欺诈模型等的框架设计开发；
3、信贷模型策略实施：将模型应用到金融业务的风险管理流程中，通过模型的判断和计算，对用户行为及表现做出准确的预判，并采取相应的措施进行控制；
4、项目管理：负责与产品、运营、风控、系统开发部门对接，确保模型量化策略的准确实施，以及上线后的监控优化；
5、授信决策模型：通过对基础数据的清洗和管理，建立模型框架，实施模型建设，并利用模型对用户的信用进行评分，并根据评分结果输出业务决策；
任职要求
:
1.全日制本科及以上学历，统计学，数学专业优先，硕士学历优先;
2、三年以上数据分析、数据挖掘及模型开发经验（互联网金融数据建模分析经验者优先）；
3、熟练掌握和使用常用的风险模型如线性回归、逻辑回归、决策树、聚类分析的基本的统计学工具，熟练使用SAS/R，Python，SQL，VBA，Excel；
4、文本数据的分析与挖掘（文本分类，关键词提取，聚类，主题分析，情感分析等）有一定知识者加分。",['']

CC537058027J00347135903,大数据技术专家（大数据部）,艾睦奇企业管理咨询(上海)有限公司,https://company.zhaopin.com/CZ537058020.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,股份制企业,上海,本科,50K-70K,"['五险一金', '绩效奖金', '年底双薪', '带薪年假', '免费停车']",,[''],,['']

CC143316927J00314315205,高级自动化测试工程师,深圳市赢时胜信息技术股份有限公司,https://company.zhaopin.com/CZ143316920.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,深圳,本科,15K-20K,"['五险一金', '员工旅游', '交通补助', '餐补', '通讯补助']",,[''],,['']

CC214112434J00123991709,无人机编程教师,北京柏朗教育科技有限公司,https://company.zhaopin.com/CZ214112430.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,股份制企业,北京,本科,7K-14K,"['餐补', '创业公司', '五险一金', '绩效奖金', '股票期权']",,[''],,['']

CC328454613J00232259706,数据分析,登封市少林延鲁武术学校,https://company.zhaopin.com/CZ328454610.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/9c581b716dcd4b865f91d7b9a541bfde.png,其它,郑州-登封市,学历不限,3K-6K,"['绩效奖金', '五险一金', '加班补助', '包吃', '包住']",,[''],,['']

CC458732233J00286757808,数据分析师,广东快乐种子科技有限公司,http://special.zhaopin.com/pagepublish/45873223/index.html,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/04c93d0df90c97743227933988198dba.jpg,民营,广州,大专,6K-10K,"['交通补助', '餐补', '创业公司', '节日福利', '五险一金']",,[''],,['']

CC837129560J00384522305,人工智能工程师,广东博维创远科技有限公司,https://company.zhaopin.com/CZ837129560.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/bb4aaf19533c92a53d4e2a27538940a1.png,民营,佛山,本科,15K-30K,"['年底双薪', '五险一金', '绩效奖金', '周末双休', '年终分红']",,[''],,['']

CC371211485J00333290505,软件开发总监,苏州优备精密智能装备股份有限公司,https://company.zhaopin.com/CZ371211480.htm,https://fileihr.zhaopin.com/037/121/037121148/logo/f5e39538-8d3e-433a-846c-da1bb48c1958.png,民营,苏州,本科,20K-30K,"['五险一金', '免费班车', '员工旅游', '带薪年假', '年底双薪']",,[''],,['']

CC176740328J00309565901,数据分析师,河北腾软信息技术有限公司,https://company.zhaopin.com/CZ176740320.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/dc3edd7666cb9f3b4fafebf29d2acfb6.png,民营,石家庄-长安区,本科,6K-8K,"['五险一金', '绩效奖金', '通讯补助', '定期体检', '员工旅游']",,[''],,['']

CC120400140J00156984609,linux运维工程师,北京创新在线网络技术有限公司,https://company.zhaopin.com/CZ120400140.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,深圳,本科,10K-12K,"['带薪年假', '节日福利', '加班补助', '绩效奖金', '五险一金']",,[''],,['']

CC323576814J00285033302,渗透测试工程师,大连惟远科技发展有限公司,http://special.zhaopin.com/pagepublish/32357681/index.html,http://company.zhaopin.com/CompanyLogo/20151103/E3A78860502A4365B4FDCFB70B156001.jpg,民营,大连,本科,8K-15K,"['五险一金', '绩效奖金', '年终分红', '交通补助', '定期体检']",,[''],,['']

CC598065020J00327037407,自动化测试,云歌信息技术(江苏)有限公司,https://company.zhaopin.com/CZ598065020.htm,http://company.zhaopin.com/CompanyLogo/20150527/C6E56F346F534E8DAB6E21C0884D3B40.jpg,民营,郑州-郑东新区 ,本科,8K-10K,"['五险一金', '带薪年假']",,[''],,['']

CC847207670J00246051808,数据分析专员,深圳市汇满正科技有限公司,https://company.zhaopin.com/CZ847207670.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,深圳-龙华新区,大专,6K-8K,"['五险一金', '年底双薪', '包住', '全勤奖', '带薪年假']",,[''],,['']

CC859126580J00122506515,大数据开发工程师,大庆高新大数据有限公司,https://company.zhaopin.com/CZ859126580.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/afa86a928c3d3f0b4b4aa6f1df49522d.jpg,国企,大庆,本科,6K-12K,"['五险一金', '绩效奖金', '带薪年假']",,[''],,['']

CC315339218J90250447000,软件工程师（苹果项目）,深圳市精泰达科技有限公司,https://company.zhaopin.com/CZ315339210.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,深圳,大专,15K-25K,"['五险一金', '绩效奖金', '包住', '通讯补助', '带薪年假']",,[''],,['']

CC458732233J00267867508,运维工程师,广东快乐种子科技有限公司,http://special.zhaopin.com/pagepublish/45873223/index.html,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/04c93d0df90c97743227933988198dba.jpg,民营,广州,大专,8K-10K,"['交通补助', '餐补', '定期体检', '创业公司', '节日福利']",,[''],,['']

CZ710096130J00282414406,测试经理,深圳市魔样科技有限公司,https://company.zhaopin.com/CZ710096130.htm,https://fileihr.zhaopin.com/071/009/071009613/logo/52a133dc-ef3e-443a-aa6f-4e384974ac2b.jpg,民营,深圳,本科,9K-15K,"['每年多次调薪', '员工旅游', '节日福利', '绩效奖金', '出国游']",,[''],,['']

CC658624322J00405090001,语音识别算法工程师,湖南永雄资产管理集团有限公司,https://company.zhaopin.com/CZ658624320.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,长沙,硕士,30K-60K,"['五险一金', '补充医疗保险', '全勤奖', '定期体检', '带薪年假']",,[''],,['']

CC846873390J00259056304,量化交易策略师,深圳引力波量化科技有限公司,https://company.zhaopin.com/CZ846873390.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,深圳-南山区,本科,12K-15K,"['五险一金', '绩效奖金', '定期体检', '节日福利', '周末双休']",,[''],,['']

CC422294580J00098744414,中级软件开发,烟台星商电子商务有限公司,https://company.zhaopin.com/CZ422294580.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/66f27144ec16fe58ff87a861ce929070.png,民营,烟台,本科,6K-8K,"['五险一金', '全勤奖', '餐补', '带薪年假', '节日福利']",,[''],,['']

CC545096626J90250032000,资深IC数字设计工程师,上海山景集成电路股份有限公司,https://company.zhaopin.com/CZ545096620.htm,http://company.zhaopin.com/CompanyLogo/20170717/2EDC60E1610E4FD6B33769298EA8D0B3.JPG,民营,上海,学历不限,20K-30K,"['五险一金', '年底双薪', '绩效奖金', '交通补助', '餐补']",,[''],,['']

CC422294580J00054427014,软件开发工程师,烟台星商电子商务有限公司,https://company.zhaopin.com/CZ422294580.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/66f27144ec16fe58ff87a861ce929070.png,民营,烟台,本科,5K-8K,"['五险一金', '全勤奖', '餐补', '带薪年假', '节日福利']",,[''],,['']

CZ577745830J00128912515,java开发工程师 双休+五险一金,北京晟世天安科技有限公司哈尔滨分公司,https://company.zhaopin.com/CZ577745830.htm,https://fileihr.zhaopin.com/057/774/057774583/logo/992f612c-1729-403f-bc80-2ae9e22f874e.jpg,民营,哈尔滨,大专,6K-12K,"['五险一金', '周末双休']",,[''],,['']

CC679391727J00244482305,机器人视觉工程师,迈赫机器人自动化股份有限公司,https://company.zhaopin.com/CZ679391720.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/cf413a01a8dd9e8db27c04df78d2e91d.jpg,股份制企业,潍坊,本科,6K-12K,"['五险一金', '绩效奖金', '免费班车', '定期体检', '免费停车']",,[''],,['']

CC383313583J90250036000,软件测试工程师,石家庄华腾软件科技有限公司,https://company.zhaopin.com/CZ383313580.htm,http://company.zhaopin.com/CompanyLogo/20160531/20D3678E839C4AD5B33B5AEC610B9B42.jpg,民营,石家庄,大专,4K-6K,[],,[''],,['']

CC422294580J00092904814,web前端工程师,烟台星商电子商务有限公司,https://company.zhaopin.com/CZ422294580.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/66f27144ec16fe58ff87a861ce929070.png,民营,烟台,本科,4K-6K,"['五险一金', '全勤奖', '餐补', '带薪年假', '节日福利']",,[''],,['']

CC120747254J00134812714,平台运维工程师,北京思特奇信息技术股份有限公司,https://company.zhaopin.com/CZ120747250.htm,http://company.zhaopin.com/CompanyLogo/20121102/6A60FB9C170E499DA7D203A319C8B36E.gif,上市公司,合肥-蜀山区,本科,6K-10K,"['五险一金', '绩效奖金', '加班补助', '餐补', '带薪年假']",,[''],,['']

CC640402330J00183128202,测试工程师,南京霖坤智能科技有限公司,https://company.zhaopin.com/CZ640402330.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/9a98bbcd46ab83b29d634525b3dd489b.png,民营,南京,本科,6K-8K,"['年底双薪', '员工旅游', '带薪年假', '周末双休', '餐补']",,[''],,['']

CC400463914J00100350108,机器视觉深度学习算法工程师(15000以上),深圳市志奋领科技有限公司,https://company.zhaopin.com/CZ400463910.htm,http://company.zhaopin.com/CompanyLogo/20170205/C128ED9F191AAE675D783EB6C0C8CCE3.jpg,民营,深圳,本科,15K-20K,"['五险一金', '周末双休', '带薪年假', '定期体检', '节日福利']",,[''],,['']

CC183877520J00154940114,运维工程师（linux）,易视腾科技股份有限公司北京分公司,http://special.zhaopin.com/pagepublish/18387752/index.html,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/4ddef274a21d5634f1f7c3b7bc455bd1.jpg,股份制企业,南京-雨花台区,大专,6K-8K,"['周末双休', '节日福利', '五险一金', '绩效奖金', '通讯补助']",,[''],,['']

CC486770130J00282363106,后端软件开发工程师,福州龙兴信息技术有限公司,https://company.zhaopin.com/CZ486770130.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,福州,本科,10K-20K,['五险一金'],3,['五险一金'],"1.有服务器程序、B/S架构开发经验。
2.有基本的网络知识。
3.有基本的数据库知识。
4.熟练Java、Python或PHP等适合于Web开发的程序语言，或熟练使用其他后端语言。
5.熟悉某种前端开发框架，类似：Bootstrap、WeUI、Vue、AntDesign等。
6.熟悉Linux;或愿意学习Linux基本使用方法和工具。
福利待遇：
1、5*8小时工作制，周末双休，享受国家法定节假日；
2、转正后缴纳五险一金，签订正式劳动合同，满一年享受带薪年假（5天），春节假期12天等各项福利。",['']

CC598065020J00318613007,系统测试工程师,云歌信息技术(江苏)有限公司,https://company.zhaopin.com/CZ598065020.htm,http://company.zhaopin.com/CompanyLogo/20150527/C6E56F346F534E8DAB6E21C0884D3B40.jpg,民营,郑州-郑东新区 ,本科,8K-10K,"['五险一金', '带薪年假']",,[''],,['']

CC346738618J00093785106,游戏运维工程师,吉林省鑫泽网络技术有限公司,https://company.zhaopin.com/CZ346738610.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,长春,本科,4K-6K,"['创业公司', '五险一金', '餐补', '带薪年假', '节日福利']",,[''],,['']

CZ814201910J00145505115,前端/后端工程师,长春云程网络科技有限公司,https://company.zhaopin.com/CZ814201910.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,长春-南关区,本科,12K-24K,"['五险一金', '餐补', '通讯补助', '周末双休', '交通补助']",,[''],,['']

CC120400140J00116225909,软件测试工程师,北京创新在线网络技术有限公司,https://company.zhaopin.com/CZ120400140.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,深圳,本科,7K-13K,"['带薪年假', '节日福利', '加班补助', '绩效奖金', '五险一金']",,[''],,['']
