company,city,edu,resumeCount,salary,jobName,detail
河南瑞朗电子技术有限公司,许昌,大专/3-5年,0,4K-6K,健康管理师,岗位职责:1.给社区业主提供专业健康咨询服务。2.制定家庭膳食营养方案。3.制定健康运动方案及心理健康指导方案。4.配合全科医生为会员提供日常随访、体检安排服务。任职条件 1、 医学相关专业毕业，持有健康管理师证。 2、 熟悉营养保健、心理、运动等方面知识。具备健康评估、健康指导、健康教育、健康服务的基本能力 。3、 具有良好的服务意识和亲和力。工作内容：服务于鄢陵县建业生态新城智慧健康项目，结合云计算、大数据、人工智能等技术，利用线上线下相结合模式为社区业主提供健康。福利待遇：公司包吃住，属于地产行业周六周日不休息，每周周一到周五可以调休两天。
北京创意云智数据技术有限公司,北京-西城区,大专/1-3年,0,8K-10K,网络工程师,工作职责1．负责公司办公网络环境维护；2．网络设备配置、管理，提供网络设备维护方案；3．网络设备实施和调试； 4．负责其他设施设备支持及管理工作。5．维护和处理各种常见服务器、网络故障；任职要求：1．3年以上IT公司、办公和工程网络配置维护经验；2．熟悉计算机网络、软硬件安装与维护，处理各种常见电脑、服务器、网络故障；3．熟悉服务器、路由器、交换机、防火墙的维护与管理，具备故障诊断和快速处理能力；4．会配置思科，华为，H3C等网络设备5．会安装配置windows，linux，及解决一般问题6．具有较强的主动性和责任心，有一定的问题分析、问题协调能力，吃苦耐劳工作认真严谨，勤于思考有较强的学习能力，能够承受较大的工作压力。7.具有中级网络认证证书者优先。 创意信息【股票代码300366】介绍：1.国内信息化领域的领先上市公司，注册资金5.2亿。2.公司战略定位于大数据+行业解决方案提供者和新一代智能网络通信产业价值聚合者，为国内数千家企业级大客户提供数字化服务。3.在全国有30多个分支机构，具备系统集成、信息安全等最高资质。
郑州好人家网络科技有限公司,郑州,本科/不限,0,8K-13K,诸葛找房网端口销售经理,薪资待遇：1、 底薪4000~6000+话费补助+交通补助+高提成+美国等国外旅游2、五险一金，单双休，法定节假日，过年超长假期3、提供员工一系列的入职、提升培训及职业生涯规划方案任职资格：1、要求：本科及以上学历，条件优秀者学历可放宽至大专。2、年龄26周岁及以下。3、责任感强，具备良好的执行力，较强的人际沟通交往能力，勇于接受房产行业的压力和挑战;做事认真踏实，具有良好的团队精神。4、有过互联网销售或二手房销售新房代理等相关经验，及良好的客户资源者优先。工作职责：1、诸葛找房系列产品销售，负责平台个体经纪人云门店B2B推广工作；2、负责业务跟进、客户信息登记及客户关系维护等后续工作；3、负责公司产品的销售及市场开拓，与客户建立良好的业务协作关系；4、运用人工智能+大数据帮助客户提升运营效率。公司简介：公司总部位于北京，开放300+城市在线房源数据。诸葛找房是国内领先的房产大数据平台，运用大数据底层算法及人工智能技术对全网房源数据进行清洗和聚合，为用户提供所在城市的房产及相关行业信息搜索服务。公司定位于新型房地产信息平台、房地产行业赋能平台，致力于为C端用户提供简单可信的找房服务，同时，为经纪公司、开发商、代理商等行业用户提供全方位专业服务和全流程系统工具支持，全面提升行业效率。 团队实力：汇聚房产行业内耕耘十年以上的行业大拿，以及大批充满新生活力的行业新锐，加上源自百度核心技术团队成员的研发支持，是逐个前进的一大动力。 团队优势：1、资深的房地产互联网运营经验，管理团队普遍具备10年以上房地产互联网运营经验；2、最顶尖的人工智能+大数据挖掘技术3、对行业发展的深度认知和判断能力，全国唯一做过房地产线上+线下的运营团队。 企业文化：愿景：让安家变得更简单使命：用科技打造房产新生态价值观：开放共赢 简单可信 务实奋斗 融资情况：◎2015年底公司成立，2016年1月完成1000万天使轮融资◎2016年10月，完成Pre-A论3000万融资◎2017年2月，完成A轮5000万融资◎2017年底，完成红杉资本领投B轮1亿5000万融资
四川宇登投资咨询有限公司,成都-成华区,大专/3-5年,0,10K-15K,软件销售主管,岗位职责：1.负责销售公司系统软件，包含风控系统和网约车管理系统；2.市场调研和客户需求分析；3.销售计划目标的制定及分解；4.销售合同的签订与管理。任职要求：1.有大数据或者以租代购网约车管理系统销售经验；2.有强烈责任心，具吃苦耐劳的精神；3.具备良好的演讲谈判技巧，善于和客户沟通。
南京商络电子股份有限公司,南京-雨花台区,本科/3-5年,1,6K-8K,计划专员,岗位职责：1、了解客户计划、根据客户订单需求及历史出货状况，计算物料计划调整及跟踪，确保客户订单按需求交货；2、实施月度物料供需平衡， 周计划制定与下达采购，跟踪实施与问题协调处理；3、计算物料出货预测以及大盘总体销售预测、库存总体预测；4、根据客户订单需求、预测需求、安全库存，审定采购申请并执行。任职资格：1、本科以上学历，物流、供应链、管理学、统计学、电子类相关专业；2、供应链工作经验丰富，了解计划、MRP、采购、商务工作流程；3、较强的大数据分析、数据处理能力，具备一定统计学知识基础；4、熟练使用ERP系统、Excel、Word、PPT等办公软件；5、具有较强的沟通能力，工作负责，善于学习，执行力强。
深圳市金洲精工科技股份有限公司,深圳-龙岗区,本科/3-5年,25,8K-15K,软件工程师,职责描述：负责公司软件项目的需求分析、设计、开发、维护任职要求：1、全日制统招本科以上学历；2、3年以上的C#.net/Java/C++/Python开发经验；掌握良好的计算机理论基础知识，熟悉面向对象、设计模式；3、熟悉MVC开发架构；熟练掌握HTML5/Javascript/JQuery等前端开发技术；4、熟练掌握SQL Server、Oracle、MySQL中至少一种数据库，对大型数据库的存储过程和性能配置优化有实践经验；5、有服务化系统架构、分布式系统、大数据量处理相关经验；6、有责任心，积极主动，逻辑清晰，学习能力强；对技术有卓越追求。
金瓜子科技发展(北京)有限公司,合肥,大专/无经验,1,8K-15K,毛豆新车网 互联网汽车销售,毛豆新车网（maodou.com）于2017年9月17日正式上线，是一家主打融资租赁模式的新兴汽车新零售平台。通过“0到1成首付开新车”的方式为消费者提供低首付、低月供、门槛低获贷快、省心省力的新车交易服务。目前，毛豆新车网已与近35个汽车品牌商建立合作，合作车型超150个。并在长春、石家庄、成都、东莞、南京、宁波、佛山、武汉等8个城市建立了线下中心仓，服务覆盖全国近百个主流城市；此外还在多地开设了用户交付体验店。毛豆新车网将始终致力于通过大数据、人工智能等先进技术手段，对汽车的生产、流通与销售过程不断进行升级改造，重塑业态结构与生态圈，全力打造汽车领域线上服务+线下体验深度融合的汽车零售新模式。【晋升体系】纵向发展：销售-储备主管--团队主管-区域经理-区总【薪酬福利】：六险一金+高提成奖励，客户资源公司包分配，收入无忧【团队文化】：旅游、登山、烧烤、露营，吃喝玩乐在一起才好玩【岗位职责】1、市场信息收集和总结，了解市场及竞争对手的情况;2、针对特定客户群体，推广新车产品汽车销售模式;3、主动电话联系客户，按照公司客户服务要求，与客户进行良好沟通，完成业绩目标;4、负责与客户保持良好的关系，提高客户满意度；5、完成上级领导布置的工作任务。【任职资格】1、语言表达能力和沟通能力较强，有较强解说能力，良好的自学能力及问题处理能力；2、拥有较强的执行能力与工作热情；3、性格坚韧，思维敏捷，具备良好的应变能力和承压能力。
长沙二三三网络科技有限公司,长沙,本科/3-5年,1,10K-15K,高级.net软件工程师,职位描述：搭建.Net底层框架、具有高效、可扩展行、开发常用组件、熟悉使用源代码管理、给予其他开发同事必要的学习培训、熟悉使用mssqlserver、mongodb、redis、具有高并发大数据处理经验、有3年以上工作经验。岗位职责：1、负责公司产品核心功能模块设计、核心代码开发；2、将各类需求转化为合理有效的技术实现方案；3、产品上线后的在线升级、维护工作。岗位要求：1、计算机等相关专业，三年以上.NET实际项目开发经验；2、精通C#以及.NET Framcework；3、熟悉SQL Server数据库，包括熟练数据库语法及优化，掌握基本的数据库安装及维护操作；4、熟悉Redis，MongoDB等开源框架；5、具备良好的算法知识；6、能够开发高效可复用的组件，能够编写简洁高效的代码；7、责任心强，有团队合作精神，工作认真负责高效并具有一定抗压能力。其他薪资福利：绩效奖金+季度奖金+项目奖金+年底双薪+年终奖金+五险一金+周末双休+节日周年福利+员工旅游
天津市海河星教育中心,天津,本科/1-3年,13,8K-12K,java开发工程师,岗位职责：1、开发基于JAVA语言相关应用； 2、参与项目规划及具体实施方案的制定； 3、参与系统的分析和设计； 4、根据开发进度和任务分配完成相应模块的设计、开发及Bug修正等任务。任职要求：1、3年以上相关工作经验，计算机相关专业，从事过房地产相关开发经验者优先；2、精通struts2、ibatis、spring等常用框架，熟悉JAVA EE规范、常用的设计模式；3、熟悉Html、JavaScript、CSS、Ajax等WEB前端技术、熟练掌握JQuery；4、熟悉数据库技术(MySQL/Oracle)，数据库优化及SQL优化；5、熟悉SOA 架构思想。熟悉分布式存储，缓存以及消息的处理。6、熟悉缓存、消息、大数据存储相关技术，例如：redis、memcached、MQ、solr、mongodb等；7、有良好的编码规范，敏锐的Bug分析排查能力，具备阅读分析第三方源码的能力，了解最新技术的发展趋势并能合理运用，理解代码重构；8、良好的沟通技能，团队合作能力，勤奋好学，热爱技术；9、细致认真，善于沟通，能够承担较大压力.
常州积奇网络科技有限公司,常州,大专/无经验,3,3K-6K,互联网运营实习生,如果你想收获高薪？晋升机会？获得肯定？学习新媒体运营知识？选择一个前景好的行业？工作氛围轻松？那么就加入积奇吧！常州积奇成立于2011年3月，多年来一直专注于微博推广和大数据分析，所有产品都是自己技术团队独立研发，很多产品属于全国独家，产品非常具有竞争力。目前拥有微博、微信、百度贴吧、今日头条、直播等推广产品。在微博推广领域内，常州积奇是全国最大的一家。工作地点：江苏省常州市天宁区职责描述：1、运用当下热门APP如小红书、抖音、微博等帮商家分析目标客户群，通过线上沟通引导并转化为客咨。2、公司提供新媒体系统培训，帮助快速上手3、公司鼓励发挥个人特色，多渠道和多形式发掘客户群体  4、完成每月客资任务职位要求：1、全日制大专以上学历，欢迎应届毕业生投递简历。2、具有较强的沟通能力和服务意识。3、逻辑思维能力突出，表达沟通顺畅；自我驱动力、抗压性强。4、工作积极上进、认真负责、富有激情，充满正能量。薪资福利：1、薪资构成：工资+绩效奖金+餐补+其他补贴2、福利构成：附加员工意外险+员工出游+节日福利+结婚礼金+其他福利；
金瓜子科技发展(北京)有限公司,上海,大专/不限,2,7K-14K,毛豆新车网 互联网汽车销售,毛豆新车网（maodou.com）于2017年9月17日正式上线，是一家主打融资租赁模式的新兴汽车新零售平台。通过“0到1成首付开新车”的方式为消费者提供低首付、低月供、门槛低获贷快、省心省力的新车交易服务。目前，毛豆新车网已与近35个汽车品牌商建立合作，合作车型超150个。并在长春、石家庄、成都、东莞、南京、宁波、佛山、武汉等8个城市建立了线下中心仓，服务覆盖全国近百个主流城市；此外还在多地开设了用户交付体验店。毛豆新车网将始终致力于通过大数据、人工智能等先进技术手段，对汽车的生产、流通与销售过程不断进行升级改造，重塑业态结构与生态圈，全力打造汽车领域线上服务+线下体验深度融合的汽车零售新模式。【晋升体系】纵向发展：销售-储备主管--团队主管-区域经理-区总【薪酬福利】：六险一金+高提成奖励，客户资源公司包分配，收入无忧【团队文化】：旅游、登山、烧烤、露营，吃喝玩乐在一起才好玩【岗位职责】1、市场信息收集和总结，了解市场及竞争对手的情况;2、针对特定客户群体，推广新车产品汽车销售模式;3、主动电话联系客户，按照公司客户服务要求，与客户进行良好沟通，完成业绩目标;4、负责与客户保持良好的关系，提高客户满意度；5、完成上级领导布置的工作任务。【任职资格】1、语言表达能力和沟通能力较强，有较强解说能力，良好的自学能力及问题处理能力；2、拥有较强的执行能力与工作热情；3、性格坚韧，思维敏捷，具备良好的应变能力和承压能力。
北京汇通天下物联科技有限公司,北京-海淀区,大专/3-5年,1,15K-25K,golang工程师,工作职责：1.根据产品需求完成产品技术逻辑设计及研发工作；2.参与系统总体设计与详细设计；3.保障所开发功能的稳定性、可靠、持续运行。任职资格：1.本科及以上学历，3年以上LNMP或go工作经验；2.有go项目开发经验优先；3.具有微服务开发经验；4.熟悉网络编程；5.熟练使用MySQL、MongoDB、Redis、kafka等常用关系型、非关系型数据库及常用消息队列；6.有大数据存储，性能优化经验的优先；7.有强烈的探索新技术知识的欲望，有良好的团队合作能力，善于沟通，工作自主驱动。
苏州峰之鼎信息科技有限公司,苏州,本科/3-5年,1,8K-10K,市场推广,岗位职责1、中层管理职位，负责其功能领域内主要目标和计划，制定、参与或协助上层执行相关的政策和制度；2、与销售人员、客户服务部门以及其他部门保持沟通以便能分析市场趋势和客户需求；3、负责与销售有关的广告宣传计划、促销活动等，并负责其策划，执行，及评估；4、进行商业调查，提供产品和服务的市场定位分析报告；5、推广新产品，协调相关事宜，负责新客户的拓展。任职资格1、大学专科以上学历，市场营销、企业管理专业优先；2、熟悉大数据软件行业，具备良好地经营管理知识面及营销实战经验者优先；3、对市场有敏锐的触觉，擅长结合实际改善客户店面的经营绩效；4、具有良好的亲和力、优秀的适应能力、独立的学历能力及良好的团队合作精神；5、对终端运营、终端管理、终端培训具有丰富的经验。
北京高因科技有限公司,深圳-南山区,本科/不限,20,5K-7K,人事行政专员,居理新房（全称：北京高因科技有限公司）创立于2014年，注册资本1.2亿元人民币，是国内新房电商领跑者！作为国内首家数据驱动的新房直卖专业平台，每天，居理新房都在为北京、上海、天津、广州、苏州、杭州、成都、重庆等多个国内重点城市，数十万互联网购房者，提供房产资讯、一对一咨询、免费专车等全流程免费的高品质新房咨询服务。2017年2月起，居理新房月访客数达120万人次，月交易额达10亿。截止2017年4月，居理新房的gmv超过一百亿人民币，累计为数十万购房人提供咨询服务，收获总计超76万字的长篇好评，平均客户满意度在99.6%以上。2017年8月，居理新房已完成数千万美元B轮融资，本轮融资由祥峰投资领投，老股东源码资本跟投。2018年9月新房电商平台“居理新房”日获得数千万美金的B+轮融资，估值及融资金额均刷新新房电商赛道融资记录。本轮融资由富达国际旗下斯道资本领投，源码、祥峰等老股东跟投，58集团给予战略投资，致远资本担任本轮融资的独家财务顾问。从创立之初，居理新房就一直致力于将最新的大数据、云计算等前沿技术，与房产交易更好地融合。通过自营的高素质咨询师团队、APP、网站等产品，为购房人的每个点滴决策创造价值，并为房地产行业伙伴提供高量、高效、正规的合作体验。居理新房相信，买新房可以更专业。用专业的服务，满足人类对居住的一切理想！团队：居理新房的团队成员来自阿里、百度、京东、龙湖、链家等行业龙头企业，且拥有一支自营高学历咨询团队，来居理新房，与优秀者同行！模式：居理新房将大数据、云计算与房产交易更好地融合，且拥有先进的销售工具及完善的CRM系统，致力于打造出高效获客、精准匹配、极致服务的运营体系。岗位职责1、执行并完善城市公司的员工满意度政策，提升城市公司员工满意度（包括但不限于活动策划、团建策划、文化宣贯会策划、月度下午茶方案计划以及执行）；2、协助城市公司各部门完成财务等相关工作；3、执行并完善采购管理、办公环境管理、固定资产管理等相关政策及流程；4、辅助总部进行城市公司的工商管理工作；5、其他人事日常工作；
宜信,武汉,大专/不限,1,20K-30K,宜信普惠电话销售/稳定月薪过万3787,岗位职责:宜信公司创建于2006年，总部位于北京，是一家集财富管理、信用风险评估与管理、信用数据整合服务、小额贷款行业投资、小微借款咨询服务与交易促成、公益理财助农平台服务等业务于一体的综合性现代服务业企业。2015年宜人贷在美国纽交所成功上市。现因公司业务发展迅速，宜信电销正在筹备武汉第四分部，目前有销售、团队经理、现场经理等职位需求，欢迎优秀人才的加入。招聘HR 林小姐 ************ 邮箱：********************（有意者可直接投递简历，人事部会尽快给您答复）一、岗位职责1、通过电话与客户进行有效沟通，了解客户借款需求，寻找销售机会，完成销售业绩；2、回访公司信用度较高老客户，提供二次资金周转服务3、定期与客户进行沟通，建立良好的长期合作关系；注：由公司大数据中心提供客户信息，无需外出开发客户，无需网络找寻客户。二、薪资待遇0-3个月：无责底薪1600+新人补贴700+高额提成 综合 4千-6千4-6个月后：无责底薪1600+级别津贴500+高提成 综合 6千-1万6个月后：无责底薪1800+级别津贴1500+高提成 综合 1万-4万 任职资格:三、任职资格1、年龄20-32周岁，大专及以上学历，专业不限，优秀者可适当放宽学历条件2、对销售工作有较高的热情，具备较强的学习能力和优秀的沟通能力；3、具备良好的应变能力和承压能力，有较强的事业心；4、有团队协助精神，有强烈挑战高薪的欲望，具有良好的职业道德。工作时间朝九晚六，周末双休，带薪年假&法定节假日招聘热线：************ 联系人：林小姐邮箱： ********************网站： www.CreditEase.cn地址： 武汉市东湖新技术开发区光谷大道77号光谷金融港A2栋7、8楼
湖南双致科技有限公司,长沙,大专/不限,11,5K-8K,C/C++开发实习岗+五险一金,"一、岗位要求：1、大专以上学历，有计算机语言者优先，如：C语言、C++,JAVA，.Net等；2、计算机相关（应用、网络、科学技术）、软件工程、电子信息、自动化等相关专业；3、学习能力和逻辑思维强，喜欢研究新技术，良好的沟通能力及团队合作精神，责任心强；4.欢迎广大应届生应聘该岗位。二、岗位职责:1、在项目经理的指导下，全程参与软件项目的需求分析、设计、开发及测试等几个阶段；公司项目主要有智能家居，人工智能去、机器人，无人机，汽车电子等产品线；2、参与软件质量管理，负责保障代码质量，软件项目的持续优化、改进工作；3、公司有完善的岗前内训体系，给经验不足的员工提供前期的岗前培训。  福利待遇：目前人工智能，大数据，物联网迎来了发展的风口，只要你对行业有兴趣，公司提供足够的平台和发展机遇，欢迎有志之士的加入。  1、实习期间（有经验和工作能力者可直接进入正式岗）：提供岗前实训，专业的工程师进行系统的指导，提升工作技能。实习期间带薪，提供食宿。 2、转正上岗阶段岗位工作：经过考核通过者正式上岗，作为专业岗位技术人员，主持参与相关技术的开发。转正待遇：基本薪资+奖励（根据岗位不同，月薪在4500—8000元），根据岗位工作业绩，逐步提升。两年内月薪可达1W-3W。  3、朝九晚六，周末双休，购买五险一金，节假日福利，成熟的员工晋升渠道和丰富的员工活动。 晋升空间： 实习生--初级工程师--中级工程师--高级工程师--架构师           实习生--初级工程师--中级工程师--项目经理--项目总监  "
杭州首新网络科技有限公司,杭州,大专/不限,0,10K-15K,销售专员,岗位职责：1、 负责搜集新客户的资料并进行沟通，开发新客户；2、 通过电话与客户进行有效沟通，了解客户需求，执行公司政策，寻找销售机会并完成销售业绩；3、 维护老客户的业务，挖掘客户的最大潜力；4、 定期与合作客户进行沟通，建立良好的长期合作关系；任职资格：1、全日制大专院校毕业；2、认可销售工作，对销售工作有较高的热情；3、口齿清晰，普通话流利，语音富有感染力；4、性格坚韧，思维敏捷，具备良好的应变能力和承压能力；5、有敏锐的市场洞察力，有强烈的事业心、责任心和积极的工作态度，有相关电话销售工作经验者优先；5、有互联网、金融、信用信息服务行业人脉圈者优先考虑；公司优势：公司业务：以小微商户为大数据风控切入口，市场前景广阔，发展可期；交通便利：杭师大对面，地铁5号线杭师大站、良睦路站中间地带；团队氛围：多为90后，沟通直接，轻松活泼；
深圳市博铭维智能科技有限公司,深圳-龙华新区,本科/3-5年,37,15K-20K,物联网平台软件开发工程师（Java）,"岗位职责：1、负责物联网产品端到端规划工作，包括产品设计、市场分析、需求调研、路标规划等；2、负责物联网产品的技术架构和研发管理，包括总体架构及方案设计，团队管理，项目管理；3、参与公司物联网终端产品接入物联网平台与应用的研发与功能设计，包含体系、标准制定、功能模块设计、详细设计和功能开发方案等，与研发人员一起制定物联网终端产品解决方案；4、 负责物联网终端产品基于物联网平台的应用层的功能的PC端的开发和维护工作；5、 解决工程项目中遇到的问题，进行系统功能优化，安全等保证系统安全、稳定和快速运行。任职资格：1、自动化、计算机等相关专业，本科及以上学历，具备5年以上物联网及相关系统的产品开发与管理工作经验；2、曾独立或带领团队完成物联网产品研发的全流程工作，有成熟产品的成功研发经验；3、熟悉软件产品研发管理过程，对开发流程及标准、应用框架、技术方案、测试方案、系统架构有深刻的了解；4、熟悉产品实施过程，包括市场分析、需求分析、产品功能设计、业务流程设计、界面设计、用户研究和可用性测试等相关技能；5、精通高并发、高性能的分布式系统的设计及应用，熟悉Java开发应用，熟悉网络与数据库技术；6、精通掌握Java编程、SSM框架、对jvm、spring、spingMVC、mybatis源码有研究者优先考虑；7、精通物联网技术原理，熟悉物联网相关技术趋势, 熟悉物联网相关协议（mqtt）及相关开源项目优先；8、了解或接触过阿里云／AWS IaaS服务，有实际使用和部署经验的优先；9、熟悉物联网平台技术，包括网关开发技术和云平台开发技术，使用过主流的消息队列、微服务、大数据存储等技术。"
北京傲锐东源生物科技有限公司,北京,本科/3-5年,23,25K-35K,系统架构师,岗位职责：1、负责OriGene eCommerce平台及前后台支持系统业务开发；2、负责在线大流量高并发系统设计； 3、主要实现语言为Java/php/.net；4、负责大数据以及AI系统的研发；任职资格：职位要求经验3-5年学历本科及以上 1、本科及以上学历，计算机、通信等相关专业，九八五学校毕业； 2、有扎实的编程能力，有优秀的设计和代码品味； 3、深刻理解计算机原理，有良好的数据结构和算法基础； 4、熟悉MySQL、NoSQL、消息队列等常用WEB组件；5、有高并发服务设计和实现经验优先；有互联网电商相关业务开发经验优先； 6、有较好的客户优先意识； 7、积极乐观，责任心强，工作认真细致，有良好的团队沟通和协作能力，能带领团队一起积极推进项目；8、热爱编程，有较强的学习能力，有强烈的求知欲、好奇心和进取心，能及时关注和学习业界最新技术。9、有较好的英文能力，能和美国同事进行开会和邮件沟通， 有海外经验优先。
北京合胜易达科技有限公司,北京,大专/3-5年,17,15K-20K,产品经理（汽车售后相关）,职位描述：1.在深刻理解客户服务需求和大数据产品体系的基础上，规划和设计服务体系及产品；2.协调内部资源，推动服务产品的落地执行和服务需求改进；3.构建和优化服务产品管理规范，推进服务产品的标准化管理；4.制定大数据服务产品的商业目标及市场打法，推动各协同方生成解决方案；5.根据客户的实际情况制定及实施运营方案。 任职要求：1.解决方案整体咨询和概要设计能力；2.熟练掌握咨询设计相关方法论；3.了解汽车售后经验者优先；4.了解市场营销知识，有市场策划、营销策划经验者优先；5.创意能力强、思维敏捷、善于沟通、具有良好的语言表达能力；6.主动性及自我规范能力强，为人诚实有责任心、工作态度认真，良好的团队合作精神。7.英语口语良好者优先考虑
深圳市天合联盟信息技术有限公司,深圳,不限/不限,6,8K-10K,电话销售 底薪4K可谈+高提成,工作职责：1、通过电话呼叫系统销售公司电销机器人、智能外呼系统、拓客精灵、大数据精准营销、AI小程序等互联网软件产品，及进行渠道代理招商；2、能够独立、自觉的承担与完成公司下达的业绩目标，对团队的业绩负责，对自身业绩负责；3、不断改进销售话术，提升电话销售技巧，提高电话销售团队的水平和能力，提升电话团队销售业绩；4、擅长面销，能够独立接待客户上门面谈和签单；5、保证对客户的服务质量；6、制定团队目标，监督员工完成情况，并对员工进行绩效考核，辅助部门员工成单；7、对电话营销团队进行管理、培训、考核工作；福利待遇： 1、5.5天8小时班制；5险1金，交通、话费补贴。2、丰厚的底薪+考勤奖+个人业绩提成+团队业绩奖+公司分红+股份期权；3、底薪4000元（真实底薪）；业绩突出基本收入20000元以上。4、按照国家法律法规享受带薪假。5、提供良好的在职培训，个人晋升通道。优越的实践学习和工作环境、资源；6、为增加员工工作激情，公司不定期的聚餐、唱歌、固定网球、羽毛球等娱乐活动；7、丰厚的底薪+考勤奖+个人业绩提成+公司分红；8、业绩奖金：     底薪3000-4000元     低于5万，10%     5万-30万，12%     30万-70万，14%，底薪+1000     70万-150万，16%，底薪+1000     150万以上，18%，底薪+2000     以上奖金提成为累计业绩提成。     介绍入职，团队奖励2%，且入职3月后奖励1000.
北京东方国信科技股份有限公司,长沙-雨花区,本科/1-3年,0,6K-12K,JAVA开发工程师（LY19lj）,岗位职责:1、参与公司软件产品新功能的开发； 2、参与产品、项目需求收集并整理编写需求文档；3、按照规定提交相应的设计开发文档及其功能代码；4、负责公司现有产品或平台的维护与优化。任职要求:1、计算机相关专业，统招本科及以上学历，要求2年及以上JAVA开发经验； 2、基础扎实，优秀的程序设计能力，精通 JAVA、JPA（Hibernate）、Hibernate CURD、SpringMVC/SpringBoot、Spring+Ibatis/SSH 集成开发，熟练掌握Oracle、Mysql等主流数据库； 3、熟悉 hadoop 大数据框架、生态圈者优先考虑； 4、对技术有热情，热爱研发工作，具备良好的团队合作能力和、沟通能力、独立解决问题的能力。
